QUOTE;AUTHOR;GENRE
I don't eat junk foods and I don't think junk thoughts.;Peace Pilgrim;diet
Cereal eating is almost a marker for a healthy lifestyle. It sets you up for the day, so you don't overeat.;Bruce Barton;diet
In France, cooking is a serious art form and a national sport.;Julia Child;diet
Some people are willing to pay the price and it's the same with staying healthy or eating healthy. There's some discipline involved. There's some sacrifices.;Mike Ditka;diet
You see people who have been very heavy in their life who have taken that body, trimmed it down, firmed it up through discipline, exercise and being able to say no. Eating properly, that all comes into it.;Mike Ditka;diet
I thought, you know the food and the diet thing is one way to start yourself onto a healthy lifestyle, but if you don't move, if you don't start exercising you're gonna deteriorate.;Warren Cuccurullo;diet
I followed the same diet for 20 years, eliminating starches, living on salads, lean meat, and small portions.;Gene Tierney;diet
I don't go long without eating. I never starve myself: I grab a healthy snack.;Vanessa Hudgens;diet
I refuse to spend my life worrying about what I eat. There is no pleasure worth forgoing just for an extra three years in the geriatric ward.;John Mortimer;diet
I don't believe in dieting.;Joan Collins;diet
Our society's strong emphasis on dieting and self-image can sometimes lead to eating disorders. We know that more than 5 million Americans suffer from eating disorders, most of them young women.;Tipper Gore;diet
As I mentioned previously, the tools that allow for optimum health are diet and exercise.;Bill Toomey;diet
High-quality food is better for your health.;Michael Pollan;diet
If you've got a big gut and you start doing sit-ups, you are going to get bigger because you build up the muscle. You've got to get rid of that fat! How do you get rid of fat? By changing your diet.;Jack LaLanne;diet
The only way you get that fat off is to eat less and exercise more.;Jack LaLanne;diet
I am not naturally that thin, so I had to go through everything from using drugs to diet pills to laxatives to fasting. Those were my main ways of controlling my weight.;Carre Otis;diet
I never diet. I smoke. I drink now and then. I never work out.;Naomi Campbell;diet
I used to be hung up on my figure, but it's a waste of time. I don't believe in diets. Have four pints one night, be healthy the next.;Sophie Ellis Bextor;diet
Each of us should take personal responsibility for our diet, and our children's diet, and the government's role should be to make certain it provides the best information possible to help people stay healthy.;Jim Talent;diet
The circuit training program along with a healthy clean diet is the way to excellent results.;Lee Haney;diet
A safe and nutritionally adequate diet is a basic individual right and an essential condition for sustainable development, especially in developing countries.;Gro Harlem Brundtland;diet
Such lifestyle factors such as cigarette smoking, excessive alcohol consumption, little physical activity and low dietary calcium intake are risk factors for osteoporosis as well as for many other non-communicable diseases.;Gro Harlem Brundtland;diet
I'm lucky, I don't like sweets, not even chocolate.;Eva Herzigova;diet
People who shop in health food stores never look healthy.;Amy Sedaris;diet
I started dieting. I dieted, dieted, dieted and tried all the diets and I would lose and then I would go back to normal eating and would put it on and then some.;Suzanne Somers;diet
It seems every year, people make the resolution to exercise and lose weight and get in shape.;Ed Smith;diet
I have been dairy free for several years, and I started because I felt it was going to reduce my allergies, which it did, and help me lose weight, which it did.;Fran Drescher;diet
We can all put weight on or lose weight.;Keith Emerson;diet
Feeding is a very important ritual for me. I don't trust people who don't like to eat.;Gina Gershon;diet
My experience as a school nurse taught me that we need to make a concerted effort, all of us, to increase physical fitness activity among our children and to encourage all Americans to adopt a healthier diet that includes fruits and vegetables, but there is more.;Lois Capps;diet
I'm very girly. I love to talk about diets, exercise, kids, make-up.;Rachel Hunter;diet
As for those grapefruit and buttermilk diets, I'll take roast chicken and dumplings.;Hattie McDaniel;diet
I highly recommend worrying. It is much more effective than dieting.;William Powell;diet
It looks to me to be obvious that the whole world cannot eat an American diet.;Jerry Brown;diet
I don't believe in depriving myself of any food or being imprisoned by a diet.;Joely Fisher;diet
A boxer's diet should be low in fat and high in proteins and sugar. Therefore you should eat plenty of lean meat, milk, leafy vegetables, and fresh fruit and ice cream for sugar.;Gene Tunney;diet
I've been on a diet for two weeks and all I've lost is two weeks.;Totie Fields;diet
I am now in that happy comfortable state that I do not hesitate to indulge in any fancy in regard to diet, but watch the consequences, and do not continue any course which adds to weight or bulk and consequent discomfort.;William Banting;diet
Leave the table while you still feel you could eat a little more.;Helena Rubinstein;diet
You can't be fat and fast, too so lift, run, diet and work.;Hank Stram;diet
I don't believe in fad diets.;Jenny Craig;diet
Dieting is murder on the road. Show me a man who travels and I'll show you one who eats.;Bruce Froemming;diet
A friend doesn't go on a diet because you are fat.;Erma Bombeck;diet
In the course of my life, I have often had to eat my words, and I must confess that I have always found it a wholesome diet.;Winston Churchill;diet
Bodybuilding is much like any other sport. To be successful, you must dedicate yourself 100% to your training, diet and mental approach.;Arnold Schwarzenegger;diet
Food is an important part of a balanced diet.;Fran Lebowitz;diet
There were years when I was a beer and tequila guy, then I got real fat. And then I found that you could actually go on a diet and drink scotch. Then I got hooked on scotch, and if you get hooked on scotch, then everything else just tastes wrong.;Ron White;diet
Healthy people are those who live in healthy homes on a healthy diet in an environment equally fit for birth, growth work, healing, and dying... Healthy people need no bureaucratic interference to mate, give birth, share the human condition and die.;Ivan Illich;diet
I still indulge in a glass of wine or chocolate - treats are mandatory. Without deviating from the day-to-day healthy diet once in a while, it wouldn't be sustainable for me, and that's what I wanted: an approach to eating to last my entire life.;Alanis Morissette;diet
I've just been growing right along. It's painful, but it's a great pain, and I like suffering for great results. It's like going to the gym. It hurts really bad at first, but after a couple of months and after that diet, you're looking so hot.;Mary J. Blige;diet
If I go on a diet and work out, I'm always in a bad mood. I'd rather be a little heavier but nice.;Salma Hayek;diet
Hate is a draining bottomless pit from whence nothing good or of any value can come. Try to eat a balanced diet. Guys only want one thing.;Christopher Meloni;diet
It's never been an issue for me - I don't want to go on a diet, I don't want to eat a Caesar salad with no dressing, why would I do that? I ain't got time for this, just be happy and don't be stupid. If I've got a boyfriend and he loves my body then I'm not worried.;Adele;diet
An optimist is a person who starts a new diet on Thanksgiving Day.;Irv Kupcinet;diet
And I believe that the best buy in public health today must be a combination of regular physical exercise and a healthy diet.;Julie Bishop;diet
The best doctors in the world are Doctor Diet, Doctor Quiet, and Doctor Merryman.;Jonathan Swift;diet
Childhood obesity is best tackled at home through improved parental involvement, increased physical exercise, better diet and restraint from eating.;Bob Filner;diet
I have to be on such a strict diet constantly.;Lady Gaga;diet
For four to six months at a time, I would barely eat. I lived on a diet of Melba toast, carrots, and black coffee.;Alanis Morissette;diet
The USDA is not our ally here. We have to take matters into our own hands, not only by advocating for a better diet for everyone - and that's the hard part - but by improving our own. And that happens to be quite easy. Less meat, less junk, more plants.;Mark Bittman;diet
The heart, like the stomach, wants a varied diet.;Gustave Flaubert;diet
I'm only drinking white wine because I'm on a diet and I don't eat.;Oliver Reed;diet
I drink Diet Coke from the minute I get up to the minute I go to bed.;Karl Lagerfeld;diet
I'm a wonderful disaster. So are you. We're all a mess. We're in this culture that says take this pill and you'll be happy, go on this diet and you'll be thinner, have your teeth whitened, people will love you more.;Emilio Estevez;diet
Cutting meat out of your diet is the best thing you can do for animals and your own health.;Joan Jett;diet
The medical literature tells us that the most effective ways to reduce the risk of heart disease, cancer, stroke, diabetes, Alzheimer's, and many more problems are through healthy diet and exercise. Our bodies have evolved to move, yet we now use the energy in oil instead of muscles to do our work.;David Suzuki;diet
I need my food to keep my energy up, so I can't really diet.;Sienna Miller;diet
I absolutely relate to being alone in squalor, trying to come up with something adequate. I relate to that, and I've been known to crawl out of bed and drink out of a 2-liter bottle of Diet Coke.;Diablo Cody;diet
Environmental concern is a little like dieting or paying off credit-card debt - an episodically terrific idea that burns brightly and then seems to fade when we realize there's a reason we need to diet or pay down our debt. The reason is that it's really, really hard, and too many of us in too many spheres of life choose the easy over the hard.;Jon Meacham;diet
I put on fifteen pounds of muscle, so that was a lot of eating chicken and a high protein, low-carb diet. Also a lot of heavy lifting and a very different kind of training with an ex-navy SEAL guy who wanted to kill me every time I got with him. In a good way.;Josh Hutcherson;diet
I don't do the gym and I don't diet. I'm vegetarian but I don't diet.;Pamela Anderson;diet
Weight Watchers is not intimidating. It's not a diet. It's a lifestyle.;Jessica Simpson;diet
The one thing I like about 'Playboy' is they don't have the anorexic look. The women are voluptuous. So I didn't really want to diet. I just wanted to tone up.;Jenny McCarthy;diet
In the 1970s we got nouvelle cuisine, in which a lot of the old rules were kicked over. And then we had cuisine minceur, which people mixed up with nouvelle cuisine but was actually fancy diet cooking.;Julia Child;diet
You don't want to make a steady diet of just lettuce. You don't want to make a steady diet of fried chicken.;Paula Deen;diet
I'm terrible with my workout regime and following it strictly. I'm terrible with a healthy diet and following it strictly. I'm terrible on the weekends about getting up at reasonable hours and all of those things. But, when it comes to my work and the discipline it takes to get to work on time - I hate unprofessionalism.;Katherine Heigl;diet
We always think of a diet with a big groan. But I think diets are fun. I think it is an American pastime for a lot of women.;Mindy Kaling;diet
Frankly, I don't trust any diet that doesn't allow sugar.;Bethenny Frankel;diet
I don't care how pumped up or psyched you are to start a new diet or a new program - that emotion will fade.;Phil McGraw;diet
It's my firm intention to whop cancer into submission and I truly believe I've given myself the best start possible by radically overhauling my diet and by staying true to my motto, which is: Don't worry, be happy, feel good. The first thing I did when I was diagnosed was to turn vegan.;Larry Hagman;diet
For so many years, I felt so insecure, so inferior, and I still have those moments, but I have a newfound confidence since I got in shape and changed my diet.;Marc Jacobs;diet
My interesting diet tips are eat early and don't nosh between meals. I mean, I can pack it away.;Carol Burnett;diet
I try not to be but I'm super-neurotic about diet. I'm neurotic about trying not to be neurotic! I'm like every other girl. I have to try really hard my whole life to try to be fit. And I'm super-vain. And I want to wear cute clothes.;Gwen Stefani;diet
A balanced diet may be the best medicine. I was eating too much good eats. But people consider that part of your job, you know? Eat. And I do!;Alton Brown;diet
I saw many people who had advanced heart disease and I was so frustrated because I knew if they just knew how to do the right thing, simple lifestyle and diet steps, that the entire trajectory of their life and health would have been different.;Mehmet Oz;diet
There's no quick or magical way to lose weight. You just have to do it the natural way - diet and exercise and stick to it - and be able to do it at your own pace.;Jordin Sparks;diet
I am fussy, about my diet and straining my voice. I know, sounds a bit over the top. But I'm not as bad as I used to be. These days I don't drink alcohol for five days before a show - very dehydrating for the vocal cords, and all that acid reflux. I used to ban it for a fortnight. Nightmare.;Katherine Jenkins;diet
I do follow a version of the Dukan diet, but I don't follow it to the extreme so a lot of fish and vegetables. If I want chocolate I'll let myself have a bit of chocolate in moderation.;Katherine Jenkins;diet
Right now I'd love to be sitting on a Greek island somewhere because of being Greek American, eating great octopus salad and some fantastic lamb. Or sipping a little ouzo. I think the Mediterranean diet is one of the healthiest... Lots of nuts, vegetables, fruits, fresh fish, lean meats, yogurt.;Cat Cora;diet
I always had to diet. I'm diabetic, so it's a lifestyle for me anyway just to stay healthy and not end up in the hospital.;Halle Berry;diet
My nutritionist has done a great job in changing my diet after we established I am allergic to things like gluten - I can't eat pizza, pasta and bread. I have lost some weight, but my movement is sharper and I feel great.;Novak Djokovic;diet
I pay attention to my diet to be a healthier gymnast, but I'm not obsessive over it.;Shawn Johnson;diet
As American as an apple is and as American as baseball is, they don't go together. You can't be chewing an apple at a baseball game. You've got to let go of the diet that day.;Kevin James;diet
For me, it's all about moderation. I don't kick things out of my diet, like carbs. But I'm not going to eat fast food.;Bobby Flay;diet
I can't be on the cheeseburger diet all the time.;Bobby Flay;diet
But if you pick up every other magazine, it is the peanut butter diet, or the cabbage soup diet, and then you go to the radio and you hear that you can drink some solution and you will lose weight overnight. It just does not work that way!;Richard Simmons;diet
I try not to diet because it never really works for me, if I tell myself I can't eat something then I tend to want to eat everything in sight.;Leona Lewis;diet
Our pets rely on us entirely for their nutrition. So if you're making your own judgments, that could lead to a mistake. At the same time, we have more control over our pet's diet than we do with our children or with ourselves, so your vet can tell you what is appropriate for your dog and you can assign them that.;Alison Sweeney;diet
Since having the babies, I realize that 90 percent of losing weight is my diet.;Mariah Carey;diet
Unless you're living on the street and surviving on a diet of discarded turkey drumsticks, there's no point in being gloomy. We've spent too long trying to cheer ourselves up by spending money on brightly coloured things we don't really need. We've stopped using our imaginations.;Jarvis Cocker;diet
I had to find a diet that would kick me back into dating shape, because I know that I can't date at size 8. I have to date at size 2. And it's just a fact of nature. Go get your injections and your chemical peels. You gotta look good to attract a man.;Patti Stanger;diet
I'm on the Sensa diet. It's a little magic powder based on Dr. Hirsh's clinical trials and studies and it basically signals the brain that you're full through smellology.;Patti Stanger;diet
But I don't do the diet thing anymore. I'm a big believer in feeding your body what it needs. Deny yourself something and you're going to end up shoving your face full of it.;Ashley Greene;diet
Sometimes I've had to put myself on a diet.;Roger Moore;diet
I was a vegan for two years, and I really enjoyed it. Then, I got to a point in my life at which I wanted to do something else, so now I'm a vegetarian. You should make your diet one that best fits you and how you feel. Listen to your body. The most important thing is to exercise, drink lots of water, and take really good care of yourself.;Lea Michele;diet
I would eat healthy at times and pig out at times. But I never had to go on a strict diet plan.;Tori Spelling;diet
As for my diet, I try to eat lean, clean and healthy - nothing too surprising. And I avoid too much meat or dairy because they slow you down.;Bear Grylls;diet
I became a vegetarian out of compassion for animals and to live as healthy as possible. I realized soon after that I was truly concerned with nonviolent consumption and my own health, a vegan diet was the best decision.;Davey Havok;diet
I've never been a huge sweets eater, and I've always loved a Mediterranean diet. We eat a lot of dark leafy greens, and a couple meals each week are meat-free. We enjoy eating a balanced diet.;Rachael Ray;diet
I have argued for years that we do not have a health care system in America. We have a disease-management system - one that depends on ruinously expensive drugs and surgeries that treat health conditions after they manifest rather than giving our citizens simple diet, lifestyle and therapeutic tools to keep them healthy.;Andrew Weil;diet
In L.A., I get a meal delivery service called Diet Designs. I like a nice butter lettuce salad with some avocado, fresh grapefruit, shredded chicken breast and raw almond slices with a sesame vinaigrette dressing. I also love juicing and am kind of obsessed with it.;Fergie;diet
I did every diet: Atkins. Cabbage-soup diet. Dean Ornish. But I couldn't live the rest of my life like a rabbit.;Mike Huckabee;diet
I've never had body issues, I've never had an eating disorder. I've never had to go on a diet and that's because of Weight Watchers.;Ginnifer Goodwin;diet
I've drunk Amazon's free Diet Coke. Nothing makes more sense to me than a company trying to make bookselling into a profitable business. I'm not anti-Amazon, and I'm not pro-publishers either. I'm pro-books.;Lev Grossman;diet
These days I travel so much it's hard to get into a routine. When I'm on the road, I tend to use hotel gyms. When I'm home in L.A., I like to hike and hit the surf. All in all, I try to keep a balanced diet and exercise routine, which has stood me in good stead to date.;Curtis Stone;diet
I need protein from food rather than just protein supplements. I changed my diet.;Travis Barker;diet
I've tried just about every crazy diet you can imagine.;Brooke Burke;diet
Their diet is basically boiled vegetables, fish and rice. No fat, no sugar. You notice when you live there that there are no fat people.;Arsene Wenger;diet
As a coach you can influence the diet of your players. You can point out what is wrong.;Arsene Wenger;diet
All the pre-made sauces in a jar, and frozen and canned vegetables, processed meats, and cheeses which are loaded with artificial ingredients and sodium can get in the way of a healthy diet. My number one advice is to eat fresh, and seasonally.;Todd English;diet
Your diet is a bank account. Good food choices are good investments.;Bethenny Frankel;diet
My diet is mostly chicken and fish. I make sure I get a lot of vegetables, a lot of fruit. I am a big fruit man, I am a vegetable man anyway. And I also get a lot of rest. That's the key I may be up early, but I'm in bed early too.;Magic Johnson;diet
The doctor asked what my diet was like and I had to sit down and realize it's not normal, and hadn't been normal for about 20 years.;Carre Otis;diet
The first couple of days on the detox diet aren't pleasant.;Carol Vorderman;diet
I was starting to become impotent through this diet and couldn't perform. How many people who are taking the little blue pill, if they started to change what they are eating most of the time, could change the way their sex life is?;Morgan Spurlock;diet
Getting as much sleep as possible and following a healthy diet will stop you from feeling run-down if, like me, you're super-stressed.;Elizabeth Hurley;diet
Do not suppose, however, that I intend to urge a diet of classics on anybody. I have seen such diets at work. I have known people who have actually read all, or almost all, the guaranteed Hundred Best Books. God save us from reading nothing but the best.;Robertson Davies;diet
But I can only take so much TV, because there is so much advice. I find people will preach about virtually anything - your diet, how to live your life, how to improve your golf. The lot. I have always had a thing against the Mister Know-It-Alls.;Bill Murray;diet
I'm on a strict gossip diet. No gossip websites, no gossip magazines. Otherwise, I find it paralyzing to exist.;Julie Bowen;diet
The number of kids affected by obesity has tripled since 1980, and this can be traced in large part to lack of exercise and a healthy diet.;Virginia Foxx;diet
The best anti-aging advice I've ever received? Drink a lot of water and have a plant-based diet. I also do mindful meditation with my daughter every day. It takes ten minutes. I think reducing stress plays a big part in anti-aging.;Carolyn Murphy;diet
I grew up with a heavy diet of gospel, folk, and blues because those are kind of the cornerstones of traditional American music.;Ben Harper;diet
In the 20 long, hungry years between my late teens and late 30s I bought in to virtually every new diet and/or exercise regime that hoved into view, particularly at this most vulnerable time for those of us prone to poor body image - a new year.;Arabella Weir;diet
Sticking to a diet required me to have a permanently low self-esteem. But happily, I developed other skills beyond a fluctuating weight, eventually building up a different source of self-worth.;Arabella Weir;diet
I tried the Atkins diet in the Seventies when pregnant with my son, as I didn't want to pile on the pounds. Now, so long as I'm healthy, I don't care what my scales say.;Britt Ekland;diet
I try my best to be extremely disciplined about my diet.;Mika Brzezinski;diet
My mom was always really healthy and cautious about her diet, so I'm not a big sugar guy.;Paul Walker;diet
Push-ups, sit-ups, and a strict diet of raisins. That's my plan.;Jack Black;diet
Mexican food is far more varied than people think. It changes like dialects. I was brought up in Jalisco by the sea on a basic diet - tomatoes, chillis, peppers of every size and rice, which is a Mexican staple. The Pacific coast has a huge array of seafood.;Gael Garcia Bernal;diet
I think violence, cynicism, brutality and fashion are the staples of our diet. I think in the grand history of story-telling, going back to people sitting around fires, the dark side of human nature has always been very important. Movies are part of that tradition.;Eric Stoltz;diet
I'm an emotional eater. When I get upset, my diet goes out the window.;Kelly Osbourne;diet
I like starting off the new year fresh. I'm excited to see how 2013 turns out. Maybe because I'm an actress and I am always on a diet and fitness program, but my New Year's resolution is to let myself be nice to myself about my body.;Busy Philipps;diet
I like food too much to go on some crazy diet. French fries are my favorite downfall.;Holly Madison;diet
Going meat-free can make a huge difference. Studies show that vegetarians are, on average, 10 to 20 pounds lighter than meat-eaters and that a vegetarian diet reduces our risk of heart disease by 40 percent and adds seven or more years to our lifespan.;Ingrid Newkirk;diet
Perhaps one of the most important things you can do for human beings is wean them off an animal-based diet. It hardens the arteries and runs up our health-care costs. The last thing a poor person can afford is a heart attack or cancer or a stroke. And that's all linked to a meat-based diet. I think animal liberation is human liberation.;Ingrid Newkirk;diet
Look at the average American diet: ice cream, butter, cheese, whole milk, all this fat. People don't realize how much of this stuff you get by the end of the day. High blood pressure is from all this high-fat eating.;Jack LaLanne;diet
I won't sit here and say I've never had a pimple, but I try to have a really great diet, you know, lots of vegetables and fish. And I think stress plays a huge part too.;Janelle Monae;diet
And I grew up on a steady diet of science fiction, especially apocalyptic and postapocalyptic fiction.;Justin Cronin;diet
I don't have a problem with my body. I don't diet, and I'm not hiding anything. I'm not going to be the subject of a movie of the week 10 years from now.;Lara Flynn Boyle;diet
You can't exercise your way out of a bad diet.;Mark Hyman;diet
The very fact that we are having a national conversation about what we should eat, that we are struggling with the question about what the best diet is, is symptomatic of how far we have strayed from the natural conditions that gave rise to our species, from the simple act of eating real, whole, fresh food.;Mark Hyman;diet
Lifestyle change and changes in diet work faster, better and more cheaply than any medication and are as effective or more effective than gastric bypass without any side effects or long-term complications.;Mark Hyman;diet
When I was pregnant. I exercised and was healthy, but it was also the first time since I was 14 that I wasn't on a diet.;Liv Tyler;diet
I box for four hours a week and my diet is pretty healthy.;Tony Parsons;diet
My biggest regret is putting my body through fad diets - Atkins, cleanses, the hCG diet.;Jennie Garth;diet
We are also in the process of defining how best to work together with food and other companies to address diet and physical activity factors in order to prevent chronic diseases.;Gro Harlem Brundtland;diet
If you can eat 70 percent raw or introduce raw into your diet, it will help your health.;Carol Alt;diet
I was elected to the Diet in the same way as at every parliamentary election.;Fritz Sauckel;diet
I was member of the Diet as long as it existed, until May 1933.;Fritz Sauckel;diet
The Diet was dissolved by a Reich Government decree.;Fritz Sauckel;diet
Far too many times over the next 12 to 15 years, it was brought to my attention that people who followed my exercise guidelines exactly but ignored their diet, their weight and their cigarette smoking had heart attacks at age 55.;Kenneth H. Cooper;diet
I keep my diet simple by sticking to mostly fruits and vegetables all day and then having whatever I want for dinner. I end up making healthy choices, like sushi or grilled fish, because I feel so good from eating well.;Jennifer Morrison;diet
I've probably tried every fad diet in the world.;Jenna Ushkowitz;diet
At one point, I even thought, 'Oh, I'll take diet pills.' I tried it for one day, and I thought my heart was going to explode. It's awful, and I would never, ever recommend it.;Jenna Ushkowitz;diet
I don't find it a struggle to maintain a healthy diet now as my palate has changed. I don't crave rich food.;Jennifer Ellison;diet
I don't do faddy diets any more. I once did a no-carbs diet a few years ago but it made me depressed. I couldn't be doing with that!;Jennifer Ellison;diet
Breastfeeding is the very best diet I've been on.;Rebecca Romijn;diet
I am not qualified to talk about the diet. Simply because I am not a dietician.;Mark Spitz;diet
I cook croquetas, and I eat jamon. I keep my diet 100% Mediterranean and drink my Rioja. In that sense, I have a piece of Spain in West Hollywood.;Paz Vega;diet
If you continually diet, you are putting your body in a quasi-famine situation. It slows your metabolism down and breaks the thermostat. Diets don't work. They don't help you understand why you're eating more than your body wanted in the first place.;Susie Orbach;diet
I did my famous cabbage soup diet, so I was able to do it.;Ellen Burstyn;diet
I go to the gym five days a week and I have a personal trainer. I am on a strict diet, which is kind of hard to keep up with on the road, but I stick to it as well as I can.;Lou Gramm;diet
By learning about my body and making small, subtle changes, I find out what I enjoy and what is effective. I'm always finessing: adjusting my diet and my workouts. You have to figure out which exercises are fun and interesting and stimulate your brain - or else you'll never keep at them.;Lisa Edelstein;diet
If you eat a lot of starchy foods, introduce a vegetable once a week, then twice a week, and then three times a week. Slowly fill your diet with new flavors. By the time you're ready to let go of whatever it is you want to let go of, you've got a full menu.;Lisa Edelstein;diet
I'm on this diet where you're supposed to eat only fish and meat.;Lasse Hallstrom;diet
My doctor explained that exercise and diet changes might help and that I also might need a medication.;Della Reese;diet
Meat is a wasteful use of water and creates a lot of greenhouse gases. It puts enormous pressure on the world's resources. A vegetarian diet is better.;Nicholas Stern;diet
I've had weight issues all my life. I've been on all the diets: Atkins, liquid protein, Scarsdale diet. Now I go to the gym often. I'm always on the StairMaster, and I do weights.;Hoda Kotb;diet
I've done every diet there is.;Kate Walsh;diet
I've never followed a vegan or vegetarian diet in the past, but I think I could do it. It would not be easy. I have worked with nutritionists who have said a vegan diet is not necessarily all positive for your health, because you need nutrients you only find in meats. I believe in a balanced diet.;Joel Robuchon;diet
We talk about, you know, diet and that we shouldn't give our kids big things and obesity and fast food. Well, you know there are people who don't have that problem because they're not getting any food! We have so many deep problems and issues facing humanity.;Chris Noth;diet
My parents have been incredibly supportive from perhaps the first real independent decision I made to become a vegetarian at 11, which was certainly not consistent with their diet at the time.;Chelsea Clinton;diet
In New York I pretty much live in diners - I order French Fries, Diet Coke floats and lots of coffee.;Lana Del Rey;diet
I know what I have to do if I want to lose weight and stay healthy: eat a proper diet and exercise. All I've got to do is apply it.;John Candy;diet
I'm not strictly vegetarian, but meat doesn't play a big part in my diet.;Katie Holmes;diet
Fruit is definitely on the maintenance diet. It's on the lifestyle diet.;Robert Atkins;diet
A diet should be named after what you do eat, not what you don't eat.;Robert Atkins;diet
I have had cardiomyopathy, which is a non-coronary condition and is in no way related to diet.;Robert Atkins;diet
I weighed 193 pounds and had three chins. I couldn't get up before 9 a.m. and never saw patients before 10. I decided to go on a diet.;Robert Atkins;diet
How much obesity has to be created in a single decade for people to realize that diet has to be responsible for it?;Robert Atkins;diet
You take the healthiest diet in the world, if you gave those people vitamins, they would be twice as healthy. So vitamins are valuable.;Robert Atkins;diet
I freak out if I go a little too long without being in the gym. For a long time it was all about getting the weight off because I was 240 pounds at my heaviest, and now I'm around 175, so the majority of that weight loss was due to diet and exercise.;Nick Carter;diet
I think I've done every crazy diet there was in the beginning, but it's weird: I'm thinner now than I was when I was modeling. I don't obsess about it.;Molly Sims;diet
I have to be very careful about diet and exercise.;Taylor Dayne;diet
Young girls look to me as a role model and think I crash diet to keep slim. That's not true, I always eat properly.;Denise Van Outen;diet
I've never been on a fad diet.;Denise Van Outen;diet
We have the opportunity to provide the first FDA reviewed and approved over-the-counter option that can help people lose weight and make changes to their lifestyle and diet.;Steve Burton;diet
I always recommend a sensible diet, including lots of carbohydrates and avoiding too much fat. Dancers don't need different fuel from other people - they just need more of it because they use more energy.;Deborah Bull;diet
Most diets would have you cutting things out from your diet they are about denial and discipline.;Kathy Freston;diet
Though I'm vegan and advocate that others eat a plant-based diet, I know that many people aren't quite ready to take that step in whole.;Kathy Freston;diet
The right diet directs sexual energy into the parts that matter.;Barbara Cartland;diet
I thought a vegan diet would be too difficult, being on the road so much, but it's been far easier than I thought.;Michelle Forbes;diet
A plant-based diet has actually simplified my life in so many ways. For breakfast, I try to get my first serving of fruits and nuts for fuel. I'm completely addicted to coconut water for the electrolytes and hydration.;Michelle Forbes;diet
A bonus: You don't have to diet to direct.;Joey Lauren Adams;diet
I certainly feel that the time is not far distant when a knowledge of the principles of diet will be an essential part of one's education. Then mankind will eat to live, be able to do better mental and physical work and disease will be less frequent.;Fannie Farmer;diet
My diet is always terrible, unfortunately. I don't know moderation.;Sean Astin;diet
Everyone is going to binge on a diet, for instance, so plan for it, schedule it, and contain the damage.;Tim Ferriss;diet
When followed correctly, the Dukan Diet is both a safe and effective method of weight loss.;Pierre Dukan;diet
Mine is the least fat diet in the world.;Pierre Dukan;diet
Sex keeps me in shape. I don't diet, I eat what I like. I love Mars bars and I smoke and drink. But I love running off in the middle of the day to make love. It really burns up calories.;Lisa Snowdon;diet
I think by planning an exercise regime, your diet follows to some extent.;Dolph Lundgren;diet
She used to diet on any kind of food she could lay her hands on.;Arthur Baer;diet
While pimples are not as simple as too much milk or sugar in your diet, both have a significant impact. Nutritional deficiencies as well as excesses can worsen acne.;Mark E. Hyman;diet
Our typical Western diet is full of inflammatory fats - saturated fats, trans fats, too many omega-6, inflammatory, processed vegetable oils like soy and corn oils. These increase IGF-1 and stimulate pimple follicles.;Mark E. Hyman;diet
I've been more or less vegetarian for about 40 years. Health diet really helps. I do meditation every day, and either yoga or sport several times a week.;John McLaughlin;diet
For the sake of argument and illustration I will presume that certain articles of ordinary diet, however beneficial in youth, are prejudicial in advanced life, like beans to a horse, whose common ordinary food is hay and corn.;William Banting;diet
For most of my 20s, I looked like I was 12. Now that I'm pushing 40, I guess I look closer to... 15? It must be my macrobiotic diet. Oh, wait, except that I don't have one of those.;Gabriel Mann;diet
I don't diet, I don't do fads, I've just decided to not eat carbs. So no more bread and pasta for the month. I can't live without chocolate, though. I've always got a bar in my handbag. It has to be 72%. Any less and it's too sweet, any more and it's inedible. Like I said, I'm very particular.;Nancy Meyers;diet
The best physicians are Dr. Diet, Dr. Quiet, and Dr. Merryman.;Daniel D. Palmer;diet
Uh, I just had an operation last March which was rather serious and I'm recuperating now. I'm on a very bland diet. But, uh, I'm lucky, I was just lucky, that's all.;Rube Goldberg;diet
I have been following a vegan diet now since the 1980s, and find it not only healthier, but also much more attractive than the chunks of meat that were on my plate as a child.;Neal Barnard;diet
A vegan diet takes care of most of what we need to do. But you'll also want to minimize the use of oils generally, because while olive oil and other vegetable oils are better for your heart than chicken fat, they are as fattening as animal fats.;Neal Barnard;diet
I tried the paleo diet, which is the caveman diet - lots of meat. And I tried the calorie restriction diet: The idea is that if you eat very, very little - if you're on the verge of starvation, you will live a very long time, whether or not you want to, of course.;A. J. Jacobs;diet
My goal? To test out every diet and exercise regimen on planet earth and figure out which work best. I sweated, I cooked, I learned to pole dance. In the end, I lost weight, lowered my cholesterol and doubled my energy level. I feel better than I ever have.;A. J. Jacobs;diet
I'm eating a lot of organic proteins and vegetables! Maintaining a healthy, balanced diet is my No. 1 priority because I'm nursing my daughter.;Lily Aldridge;diet
I almost fainted. There was no family history. I had been eating a vegetarian diet and I exercised.;Rue McClanahan;diet
The sad thing is, when it comes to diet, is that even when well-intentioned Feds try to do right by us, they fail. Either they're outvoted by puppets of agribusiness, or they are puppets of agribusiness.;Mark Bittman;diet
